"","zipcode","Population"
"3851","13656",3133
"3852","13658",2320
"3853","13659",439
"3854","13660",1697
"3855","13661",1521
"3856","13662",16267
"3857","13664",306
"3858","13665",728
"3859","13666",183
"3860","13667",2898
"3861","13668",3138
"3862","13669",15908
"3863","13670",448
"3864","13672",660
"3865","13673",2142
"3866","13674",155
"3867","13675",149
"3868","13676",16637
"3869","13677",39
"3870","13678",400
"3871","13679",1851
"3872","13680",1702
"3873","13681",1053
"3874","13682",731
"3875","13684",1006
"3876","13685",2460
"3877","13687",418
"3878","13690",633
"3879","13691",3074
"3880","13692",30
"3881","13693",439
"3882","13694",1244
"3883","13695",158
"3884","13696",94
"3885","13697",2047
"3886","13730",2687
"3887","13731",923
"3888","13732",7799
"3889","13733",4811
"3890","13734",1817
"3891","13736",2283
"3892","13739",752
"3893","13740",515
"3894","13743",3551
"3895","13744",1142
"3896","13746",1954
"3897","13748",3876
"3898","13750",918
"3899","13751",180
"3900","13752",794
"3901","13753",5651
"3902","13754",3147
"3903","13755",1127
"3904","13756",384
"3905","13757",1338
"3906","13760",42372
"3907","13774",154
"3908","13775",1829
"3909","13776",546
"3910","13777",347
"3911","13778",5486
"3912","13780",929
"3913","13782",777
"3914","13783",2634
"3915","13784",130
"3916","13786",365
"3917","13787",3342
"3918","13788",911
"3919","13790",17964
"3920","13794",67
"3921","13795",2878
"3922","13796",1362
"3923","13797",2220
"3924","13801",1428
"3925","13802",711
"3926","13803",4243
"3927","13804",323
"3928","13806",229
"3929","13807",1163
"3930","13808",1544
"3931","13809",1531
"3932","13810",1210
"3933","13811",4243
"3934","13812",2386
"3935","13813",752
"3936","13815",12930
"3937","13820",22070
"3938","13825",2914
"3939","13826",15
"3940","13827",11452
"3941","13830",5077
"3942","13832",576
"3943","13833",3728
"3944","13834",289
"3945","13835",1132
"3946","13838",4099
"3947","13839",1171
"3948","13841",659
"3949","13842",606
"3950","13843",2015
"3951","13844",790
"3952","13845",123
"3953","13846",369
"3954","13847",98
"3955","13849",4502
"3956","13850",22351
"3957","13856",6089
"3958","13859",146
"3959","13860",27
"3960","13861",273
"3961","13862",4290
"3962","13863",694
"3963","13864",880
"3964","13865",6297
"3965","13901",19230
"3966","13902",6130
"3967","13903",18258
"3968","13904",10347
"3969","13905",25890
"3970","14001",9522
"3971","14004",12332
"3972","14005",1838
"3973","14006",9605
"3974","14008",1415
"3975","14009",5491
"3976","14011",9198
"3977","14012",2334
"3978","14013",1703
"3979","14020",22707
"3980","14024",1552
"3981","14025",3475
"3982","14026",531
"3983","14028",1776
"3984","14030",1800
"3985","14031",10468
"3986","14032",9083
"3987","14033",1677
"3988","14034",2716
"3989","14035",105
"3990","14036",4836
"3991","14037",1107
"3992","14039",90
"3993","14040",1921
"3994","14041",195
"3995","14042",4181
"3996","14043",24538
"3997","14047",6549
"3998","14048",14283
"3999","14051",20219
"4000","14052",16672
"4001","14054",1593
"4002","14055",1331
"4003","14057",8022
"4004","14058",1994
"4005","14059",9860
"4006","14060",326
"4007","14061",375
"4008","14062",3046
"4009","14063",14302
"4010","14065",1637
"4011","14066",1260
"4012","14067",5076
"4013","14068",6731
"4014","14069",792
"4015","14070",6894
"4016","14072",21047
"4017","14075",42780
"4018","14080",4313
"4019","14081",3123
"4020","14082",576
"4021","14085",7178
"4022","14086",32585
"4023","14091",1149
"4024","14092",10922
"4025","14094",49257
"4026","14098",3102
"4027","14101",1910
"4028","14102",1255
"4029","14103",10519
"4030","14105",4591
"4031","14108",5689
"4032","14109",1082
"4033","14111",3425
"4034","14112",105
"4035","14113",455
"4036","14120",44119
"4037","14125",3728
"4038","14126",608
"4039","14127",30191
"4040","14129",1530
"4041","14130",170
"4042","14131",4969
"4043","14132",5632
"4044","14134",111
"4045","14135",147
"4046","14136",4667
"4047","14138",1879
"4048","14139",2193
"4049","14141",7480
"4050","14143",1013
"4051","14145",1847
"4052","14150",40850
"4053","14167",1761
"4054","14168",30
"4055","14169",115
"4056","14170",2944
"4057","14171",1918
"4058","14172",3002
"4059","14173",281
"4060","14174",5597
"4061","14201",11935
"4062","14202",3385
"4063","14203",1733
"4064","14204",8643
"4065","14206",20310
"4066","14207",23275
"4067","14208",10574
"4068","14209",7736
"4069","14210",14249
"4070","14211",22495
"4071","14212",10715
"4072","14213",23113
"4073","14214",19492
"4074","14215",41435
"4075","14216",22289
"4076","14217",22975
"4077","14218",18952
"4078","14219",12000
"4079","14220",22623
"4080","14221",53948
"4081","14222",14114
"4082","14223",22225
"4083","14224",40815
"4084","14225",33091
"4085","14226",30644
"4086","14227",21497
"4087","14228",21839
"4088","14261",5702
"4089","14301",12704
"4090","14302",140
"4091","14303",5582
"4092","14304",29262
"4093","14305",16767
"4094","14411",13776
"4095","14414",7017
"4096","14415",183
"4097","14416",3535
"4098","14418",1176
"4099","14420",21006
"4100","14422",2221
"4101","14423",4559
"4102","14424",27880
"4103","14425",12049
"4104","14427",1943
"4105","14428",7208
"4106","14432",5875
"4107","14433",4141
"4108","14435",2773
"4109","14437",11220
"4110","14441",319
"4111","14445",7716
"4112","14450",41546
"4113","14454",11206
"4114","14456",19473
"4115","14462",534
"4116","14464",7462
"4117","14466",1576
"4118","14467",10098
"4119","14468",17913
"4120","14469",5983
"4121","14470",7406
"4122","14471",2458
"4123","14472",8713
"4124","14475",391
"4125","14476",2250
"4126","14477",1411
"4127","14478",1501
"4128","14479",115
"4129","14480",711
"4130","14481",1699
"4131","14482",8303
"4132","14485",4010
"4133","14486",449
"4134","14487",6159
"4135","14489",7113
"4136","14502",10733
"4137","14504",1839
"4138","14505",5002
"4139","14506",1317
"4140","14507",1157
"4141","14510",4929
"4142","14511",439
"4143","14512",4418
"4144","14513",13938
"4145","14514",6724
"4146","14516",2392
"4147","14517",2931
"4148","14519",11723
"4149","14521",2405
"4150","14522",9005
"4151","14525",2424
"4152","14526",19973
"4153","14527",12745
"4154","14529",137
"4155","14530",5306
"4156","14532",4273
"4157","14533",2206
"4158","14534",31615
"4159","14536",576
"4160","14537",147
"4161","14539",90
"4162","14541",4075
"4163","14542",60
"4164","14543",3203
"4165","14544",1954
"4166","14545",188
"4167","14546",4702
"4168","14548",3826
"4169","14549",76
"4170","14550",1491
"4171","14551",5152
"4172","14555",1004
"4173","14559",18930
"4174","14560",2176
"4175","14561",3014
"4176","14564",15082
"4177","14568",6232
"4178","14569",5896
"4179","14571",1350
"4180","14572",4640
"4181","14580",52585
"4182","14585",85
"4183","14586",11875
"4184","14588",800
"4185","14589",7605
"4186","14590",5316
"4187","14591",1592
"4188","14592",64
"4189","14604",2364
"4190","14605",11932
"4191","14606",28296
"4192","14607",16521
"4193","14608",11542
"4194","14609",41168
"4195","14610",13760
"4196","14611",16962
"4197","14612",34116
"4198","14613",15381
"4199","14614",1215
"4200","14615",16963
"4201","14616",26948
"4202","14617",22774
"4203","14618",22597
"4204","14619",13642
"4205","14620",23835
"4206","14621",33066
"4207","14622",11939
"4208","14623",25893
"4209","14624",36570
"4210","14625",10262
"4211","14626",30292
"4212","14627",2348
"4213","14701",39214
"4214","14706",6163
"4215","14707",129
"4216","14708",230
"4217","14709",1389
"4218","14710",3443
"4219","14711",1814
"4220","14712",3044
"4221","14714",597
"4222","14715",2733
"4223","14716",2623
"4224","14717",509
"4225","14718",2041
"4226","14719",3459
"4227","14720",601
"4228","14721",150
"4229","14722",244
"4230","14723",1109
"4231","14724",2405
"4232","14726",1892
"4233","14727",5386
"4234","14728",995
"4235","14729",906
"4236","14731",1125
"4237","14732",154
"4238","14733",3646
"4239","14735",2981
"4240","14736",203
"4241","14737",4322
"4242","14738",3252
"4243","14739",2740
"4244","14740",1105
"4245","14741",1900
"4246","14742",313
"4247","14743",1784
"4248","14744",2175
"4249","14747",2243
"4250","14748",618
"4251","14750",4419
"4252","14752",345
"4253","14753",1082
"4254","14754",629
"4255","14755",3011
"4256","14756",28
"4257","14757",3323
"4258","14760",17640
"4259","14767",2138
"4260","14769",1124
"4261","14770",2926
"4262","14772",4075
"4263","14774",55
"4264","14775",2545
"4265","14777",693
"4266","14778",1354
"4267","14779",6606
"4268","14781",2089
"4269","14782",2270
"4270","14783",305
"4271","14784",972
"4272","14787",4704
"4273","14788",44
"4274","14801",5328
"4275","14802",4235
"4276","14803",800
"4277","14804",1435
"4278","14805",1065
"4279","14806",2121
"4280","14807",3138
"4281","14808",607
"4282","14809",2284
"4283","14810",12067
"4284","14812",3525
"4285","14813",2351
"4286","14814",1942
"4287","14815",841
"4288","14816",527
"4289","14817",2658
"4290","14818",2176
"4291","14819",584
"4292","14820",826
"4293","14821",3471
"4294","14822",913
"4295","14823",3624
"4296","14824",611
"4297","14825",661
"4298","14826",1957
"4299","14827",186
"4300","14830",19521
"4301","14836",892
"4302","14837",5786
"4303","14838",1917
"4304","14839",811
"4305","14840",2631
"4306","14841",707
"4307","14842",1123
"4308","14843",12814
"4309","14845",20011
"4310","14846",775
"4311","14847",2398
"4312","14850",64221
"4313","14853",2656
"4314","14854",12
"4315","14855",940
"4316","14856",300
"4317","14858",1281
"4318","14859",984
"4319","14860",1204
"4320","14861",1125
"4321","14864",1197
"4322","14865",2874
"4323","14867",5676
"4324","14869",1259
"4325","14870",9468
"4326","14871",4980
"4327","14872",657
"4328","14873",2574
"4329","14874",235
"4330","14877",476
"4331","14878",644
"4332","14879",1998
"4333","14880",1640
"4334","14881",159
"4335","14882",4066
"4336","14883",4726
"4337","14884",306
"4338","14885",722
"4339","14886",6713
"4340","14889",1539
"4341","14891",4276
"4342","14892",8022
"4343","14893",0
"4344","14894",1246
"4345","14895",9144
"4346","14897",773
"4347","14898",2018
"4348","14901",15855
"4349","14903",7600
"4350","14904",15176
"4351","14905",8407
"4352","15001",31081
"4353","15003",11213
"4354","15004",521
"4355","15005",9319
"4356","15006",423
"4357","15007",623
"4358","15009",15241
"4359","15010",27380
"4360","15012",15220
"4361","15014",3090
"4362","15015",1225
"4363","15017",15934
"4364","15018",874
"4365","15019",1476
"4366","15020",165
"4367","15021",7186
"4368","15022",9821
"4369","15024",8624
"4370","15025",16298
"4371","15026",3406
"4372","15027",2190
"4373","15028",216
"4374","15030",1130
"4375","15031",486
"4376","15033",4721
"4377","15034",1730
"4378","15035",1955
"4379","15037",10485
"4380","15038",351
"4381","15042",8309
"4382","15043",2091
"4383","15044",27735
"4384","15045",4371
"4385","15046",2589
"4386","15047",107
"4387","15049",878
"4388","15050",2656
"4389","15051",536
"4390","15052",3159
"4391","15053",106
"4392","15054",351
"4393","15055",986
"4394","15056",1136
"4395","15057",16167
"4396","15059",4239
"4397","15060",735
"4398","15061",12328
"4399","15062",7344
"4400","15063",11481
"4401","15064",256
"4402","15065",11463
"4403","15066",12654
"4404","15067",2406
"4405","15068",37035
"4406","15071",10794
"4407","15072",11
"4408","15074",7874
"4409","15075",197
"4410","15076",726
"4411","15077",165
"4412","15078",541
"4413","15081",344
"4414","15082",194
"4415","15083",692
"4416","15084",9995
"4417","15085",7586
"4418","15086",462
"4419","15087",150
"4420","15088",524
"4421","15089",6453
"4422","15090",23016
"4423","15101",25493
"4424","15102",29616
"4425","15104",8669
"4426","15106",19667
"4427","15108",40971
"4428","15110",5543
"4429","15112",2873
"4430","15116",14061
"4431","15120",18512
"4432","15122",19745
"4433","15126",7411
"4434","15129",10495
"4435","15131",7866
"4436","15132",21136
"4437","15133",6189
"4438","15135",5223
"4439","15136",22881
"4440","15137",9884
"4441","15139",6480
"4442","15140",3195
"4443","15142",1271
"4444","15143",21150
"4445","15144",4036
"4446","15145",6864
"4447","15146",27678
"4448","15147",17374
"4449","15148",2480
"4450","15201",12543
"4451","15202",19569
"4452","15203",10151
"4453","15204",8443
"4454","15205",21475
"4455","15206",29460
"4456","15207",10602
"4457","15208",9976
"4458","15209",12011
"4459","15210",26241
"4460","15211",10415
"4461","15212",27141
"4462","15213",27878
"4463","15214",13713
"4464","15215",12594
"4465","15216",22580
"4466","15217",27575
"4467","15218",13443
"4468","15219",16545
"4469","15220",17704
"4470","15221",30169
"4471","15222",5348
"4472","15223",6589
"4473","15224",10675
"4474","15225",993
"4475","15226",13511
"4476","15227",28466
"4477","15228",17691
"4478","15229",13575
"4479","15232",11764
"4480","15233",3994
"4481","15234",13480
"4482","15235",34545
"4483","15236",28574
"4484","15237",42561
"4485","15238",12944
"4486","15239",20603
"4487","15241",20732
"4488","15243",12952
"4489","15260",0
"4490","15290",0
"4491","15301",48813
"4492","15310",265
"4493","15311",1566
"4494","15312",3849
"4495","15313",370
"4496","15314",3560
"4497","15315",512
"4498","15316",123
"4499","15317",39019
"4500","15320",5682
"4501","15321",1517
"4502","15322",1728
"4503","15323",4583
"4504","15324",528
"4505","15325",330
"4506","15327",1696
"4507","15329",1397
"4508","15330",4945
"4509","15331",808
"4510","15332",8327
"4511","15333",2114
"4512","15334",132
"4513","15337",595
"4514","15338",1785
"4515","15340",1217
"4516","15341",796
"4517","15342",5084
"4518","15344",1323
"4519","15345",1399
"4520","15346",477
"4521","15347",795
"4522","15348",277
"4523","15349",1576
"4524","15350",471
"4525","15351",684
"4526","15352",880
"4527","15353",115
"4528","15357",1526
"4529","15358",678
"4530","15359",153
"4531","15360",1711
"4532","15361",268
"4533","15362",743
"4534","15363",625
"4535","15364",752
"4536","15366",179
"4537","15367",9211
"4538","15368",383
"4539","15370",14440
"4540","15376",1734
"4541","15377",705
"4542","15378",46
"4543","15379",92
"4544","15380",544
"4545","15401",31031
"4546","15410",1092
"4547","15411",613
"4548","15412",487
"4549","15413",479
"4550","15417",8320
"4551","15419",4460
"4552","15420",422
"4553","15421",48
"4554","15422",191
"4555","15423",2439
"4556","15424",1988
"4557","15425",19136
"4558","15427",1056
"4559","15428",1929
"4560","15429",332
"4561","15430",406
"4562","15431",4053
"4563","15432",457
"4564","15433",851
"4565","15434",274
"4566","15435",424
"4567","15436",2985
"4568","15437",2838
"4569","15438",2256
"4570","15440",134
"4571","15442",1978
"4572","15443",202
"4573","15444",338
"4574","15445",2609
"4575","15446",206
"4576","15447",103
"4577","15448",218
"4578","15449",330
"4579","15450",2275
"4580","15451",1095
"4581","15454",131
"4582","15455",488
"4583","15456",2866
"4584","15458",2320
"4585","15459",1657
"4586","15460",136
"4587","15461",4100
"4588","15462",573
"4589","15463",125
"4590","15464",1672
"4591","15466",479
"4592","15467",119
"4593","15468",2186
"4594","15469",2174
"4595","15470",683
"4596","15472",94
"4597","15473",3608
"4598","15474",2113
"4599","15475",1276
"4600","15476",83
"4601","15477",779
"4602","15478",5892
"4603","15479",2063
"4604","15480",1887
"4605","15482",290
"4606","15483",393
"4607","15484",103
"4608","15486",2411
"4609","15489",413
"4610","15490",384
"4611","15492",89
"4612","15501",16254
"4613","15502",109
"4614","15510",2592
"4615","15520",264
"4616","15521",1878
"4617","15522",11402
"4618","15530",5244
"4619","15531",3834
"4620","15532",137
"4621","15533",1531
"4622","15534",903
"4623","15535",2166
"4624","15536",434
"4625","15537",7836
"4626","15538",695
"4627","15539",377
"4628","15540",173
"4629","15541",3403
"4630","15542",1064
"4631","15544",118
"4632","15545",2744
"4633","15546",411
"4634","15547",537
"4635","15550",1719
"4636","15551",746
"4637","15552",5908
"4638","15554",2454
"4639","15555",89
"4640","15557",3375
"4641","15558",2225
"4642","15559",1839
"4643","15560",178
"4644","15561",184
"4645","15562",238
"4646","15563",3027
"4647","15564",52
"4648","15601",56955
"4649","15610",3604
"4650","15611",771
"4651","15612",413
"4652","15613",13536
"4653","15615",357
"4654","15616",0
"4655","15617",311
"4656","15618",2371
"4657","15620",514
"4658","15621",79
"4659","15622",1379
"4660","15623",584
"4661","15624",545
"4662","15625",70
"4663","15626",4975
"4664","15627",6282
"4665","15628",704
"4666","15629",761
"4667","15631",1102
"4668","15632",9961
"4669","15633",618
"4670","15634",421
"4671","15635",136
"4672","15636",3790
"4673","15637",1507
"4674","15638",156
"4675","15639",2128
"4676","15640",589
"4677","15641",466
"4678","15642",44277
"4679","15644",18537
"4680","15646",203
"4681","15647",223
"4682","15650",27029
"4683","15655",176
"4684","15656",10400
"4685","15658",8708
"4686","15660",460
"4687","15661",646
"4688","15662",235
"4689","15663",447
"4690","15665",1557
"4691","15666",15795
"4692","15668",12117
"4693","15670",3125
"4694","15671",655
"4695","15672",3244
"4696","15673",1252
"4697","15675",895
"4698","15676",807
"4699","15677",346
"4700","15678",731
"4701","15679",2400
"4702","15680",117
"4703","15681",4363
"4704","15683",7638
"4705","15684",821
"4706","15686",780
"4707","15687",1187
"4708","15688",1179
"4709","15689",218
"4710","15690",8745
"4711","15691",74
"4712","15692",1047
"4713","15693",202
"4714","15695",451
"4715","15696",378
"4716","15697",2884
"4717","15698",609
"4718","15701",34052
"4719","15710",289
"4720","15711",435
"4721","15712",217
"4722","15713",341
"4723","15714",4742
"4724","15715",424
"4725","15716",967
"4726","15717",9985
"4727","15721",176
"4728","15722",2282
"4729","15723",15
"4730","15724",2233
"4731","15725",1602
"4732","15727",209
"4733","15728",3429
"4734","15729",1443
"4735","15730",99
"4736","15731",187
"4737","15732",1563
"4738","15733",135
"4739","15734",502
"4740","15736",875
"4741","15737",70
"4742","15738",189
"4743","15739",523
"4744","15741",62
"4745","15742",991
"4746","15744",153
"4747","15745",217
"4748","15746",102
"4749","15747",1941
"4750","15748",6584
"4751","15750",406
"4752","15752",54
"4753","15753",468
"4754","15754",770
"4755","15756",203
"4756","15757",1538
"4757","15759",2997
"4758","15760",173
"4759","15761",140
"4760","15762",905
"4761","15764",212
"4762","15765",1480
"4763","15767",14374
"4764","15770",255
"4765","15771",871
"4766","15772",1589
"4767","15773",507
"4768","15774",2858
"4769","15775",711
"4770","15776",54
"4771","15777",78
"4772","15778",155
"4773","15779",846
"4774","15780",147
"4775","15781",116
"4776","15783",95
"4777","15784",62
"4778","15801",19018
"4779","15821",125
"4780","15823",1194
"4781","15824",5146
"4782","15825",8920
"4783","15827",255
"4784","15828",212
"4785","15829",1380
"4786","15832",227
"4787","15834",4180
"4788","15840",1942
"4789","15841",342
"4790","15845",3108
"4791","15846",3462
"4792","15847",300
"4793","15848",1241
"4794","15849",1155
"4795","15851",6733
"4796","15853",6318
"4797","15856",852
"4798","15857",12567
"4799","15860",1077
"4800","15861",160
"4801","15863",208
"4802","15864",1623
"4803","15865",1259
"4804","15866",259
"4805","15868",1357
"4806","15870",1198
"4807","15901",3572
"4808","15902",10969
"4809","15904",15943
"4810","15905",19739
"4811","15906",10803
"4812","15909",5201
"4813","15920",672
"4814","15921",54
"4815","15922",222
"4816","15923",1672
"4817","15924",1087
"4818","15925",211
"4819","15926",2452
"4820","15927",956
"4821","15928",1762
"4822","15929",28
"4823","15930",183
"4824","15931",8834
"4825","15934",24
"4826","15935",3460
"4827","15936",1215
"4828","15937",667
"4829","15938",2310
"4830","15940",3964
"4831","15942",1789
"4832","15943",3476
"4833","15944",2924
"4834","15945",81
"4835","15946",6532
"4836","15948",552
"4837","15949",444
"4838","15951",507
"4839","15952",1706
"4840","15953",190
"4841","15954",2159
"4842","15955",2392
"4843","15956",2675
"4844","15957",626
"4845","15958",2231
"4846","15960",378
"4847","15961",766
"4848","15962",173
"4849","15963",10476
"4850","16001",38847
"4851","16002",15257
"4852","16020",1153
"4853","16022",386
"4854","16023",4460
"4855","16024",232
"4856","16025",5194
"4857","16027",256
"4858","16028",1615
"4859","16029",742
"4860","16030",297
"4861","16033",6260
"4862","16034",1906
"4863","16035",146
"4864","16036",164
"4865","16037",4573
"4866","16038",3592
"4867","16040",1023
"4868","16041",2112
"4869","16045",996
"4870","16046",16699
"4871","16048",142
"4872","16049",3080
"4873","16050",1373
"4874","16051",2834
"4875","16052",2534
"4876","16053",4518
"4877","16054",377
"4878","16055",7996
"4879","16056",4785
"4880","16057",14624
"4881","16059",8242
"4882","16061",2556
"4883","16063",7005
"4884","16066",30719
"4885","16101",32616
"4886","16102",5581
"4887","16105",15016
"4888","16110",340
"4889","16111",1249
"4890","16112",1512
"4891","16113",475
"4892","16114",627
"4893","16115",3324
"4894","16116",2741
"4895","16117",16999
"4896","16120",2245
"4897","16121",4668
"4898","16123",2207
"4899","16124",1938
"4900","16125",16974
"4901","16127",15599
"4902","16130",2119
"4903","16131",979
"4904","16132",390
"4905","16133",1621
"4906","16134",3774
"4907","16136",740
"4908","16137",12363
"4909","16140",170
"4910","16141",1609
"4911","16142",6771
"4912","16143",2427
"4913","16145",2750
"4914","16146",13242
"4915","16148",16120
"4916","16150",6960
"4917","16151",134
"4918","16153",2341
"4919","16154",2390
"4920","16155",125
"4921","16156",2912
"4922","16157",3071
"4923","16159",4689
"4924","16160",743
"4925","16161",606
"4926","16201",16971
"4927","16210",931
"4928","16211",110
"4929","16212",312
"4930","16213",114
"4931","16214",10114
"4932","16217",73
"4933","16218",1135
"4934","16222",2671
"4935","16223",183
"4936","16224",1221
"4937","16226",7567
"4938","16228",424
"4939","16229",5269
"4940","16230",419
"4941","16232",4201
"4942","16233",1084
"4943","16235",1157
"4944","16236",288
"4945","16238",434
"4946","16239",4952
"4947","16240",1541
"4948","16242",4233
"4949","16244",376
"4950","16245",213
"4951","16246",257
"4952","16248",3052
"4953","16249",2005
"4954","16250",544
"4955","16253",95
"4956","16254",3264
"4957","16255",1573
"4958","16256",2138
"4959","16258",1876
"4960","16259",1994
"4961","16260",377
"4962","16262",2888
"4963","16263",261
"4964","16301",15418
"4965","16311",516
"4966","16312",0
"4967","16313",1776
"4968","16314",5365
"4969","16316",5159
"4970","16317",1321
"4971","16319",1374
"4972","16321",47
"4973","16322",81
"4974","16323",15624
"4975","16326",380
"4976","16327",2916
"4977","16328",346
"4978","16329",511
"4979","16331",58
"4980","16332",61
"4981","16333",309
"4982","16334",327
"4983","16335",27419
"4984","16340",1705
"4985","16341",1831
"4986","16342",2139
"4987","16343",571
"4988","16344",458
"4989","16345",3541
"4990","16346",3214
"4991","16347",2121
"4992","16350",2577
"4993","16351",1518
"4994","16352",206
"4995","16353",2753
"4996","16354",10539
"4997","16360",1305
"4998","16361",22
"4999","16362",968
"5000","16364",1261
"5001","16365",17639
"5002","16370",234
"5003","16371",3115
"5004","16372",448
"5005","16373",3325
"5006","16374",1846
"5007","16401",6780
"5008","16402",855
"5009","16403",6790
"5010","16404",3433
"5011","16405",801
"5012","16406",3069
"5013","16407",11034
"5014","16410",1727
"5015","16411",1590
"5016","16412",10629
"5017","16415",9596
"5018","16416",206
"5019","16417",7861
"5020","16420",634
"5021","16421",2618
"5022","16422",410
"5023","16423",4204
"5024","16424",4662
"5025","16426",3548
"5026","16427",176
"5027","16428",12279
"5028","16433",5148
"5029","16434",3217
"5030","16435",1785
"5031","16436",865
"5032","16438",7568
"5033","16440",888
"5034","16441",10562
"5035","16442",3061
"5036","16443",1247
"5037","16444",1101
"5038","16501",1829
"5039","16502",15752
"5040","16503",16089
"5041","16504",15572
"5042","16505",15911
"5043","16506",24438
"5044","16507",9572
"5045","16508",16182
"5046","16509",26863
"5047","16510",25952
"5048","16511",11207
"5049","16546",762
"5050","16563",1626
"5051","16601",31545
"5052","16602",28968
"5053","16611",2512
"5054","16613",1370
"5055","16616",127
"5056","16617",2851
"5057","16619",313
"5058","16620",358
"5059","16621",716
"5060","16622",185
"5061","16623",553
"5062","16624",218
"5063","16625",4060
"5064","16627",2063
"5065","16630",4869
"5066","16631",96
"5067","16633",278
"5068","16634",348
"5069","16635",12477
"5070","16636",982
"5071","16637",2157
"5072","16638",39
"5073","16639",1534
"5074","16640",670
"5075","16641",2464
"5076","16645",138
"5077","16646",2271
"5078","16647",682
"5079","16648",14648
"5080","16650",1749
"5081","16651",5834
"5082","16652",17916
"5083","16655",1451
"5084","16656",1293
"5085","16657",1380
"5086","16659",259
"5087","16661",873
"5088","16662",5561
"5089","16664",2091
"5090","16665",328
"5091","16666",3067
"5092","16667",1454
"5093","16668",3307
"5094","16669",2231
"5095","16670",47
"5096","16671",504
"5097","16672",214
"5098","16673",5470
"5099","16674",689
"5100","16677",337
"5101","16678",2488
"5102","16679",767
"5103","16680",292
"5104","16682",39
"5105","16683",337
"5106","16685",148
"5107","16686",13198
"5108","16689",466
"5109","16691",299
"5110","16692",655
"5111","16693",4228
"5112","16694",106
"5113","16695",1193
"5114","16699",0
"5115","16701",17126
"5116","16720",1294
"5117","16724",118
"5118","16725",268
"5119","16726",737
"5120","16727",250
"5121","16728",52
"5122","16729",917
"5123","16730",76
"5124","16731",2341
"5125","16732",238
"5126","16733",161
"5127","16734",264
"5128","16735",5875
"5129","16738",2498
"5130","16740",1034
"5131","16743",3808
"5132","16744",172
"5133","16745",552
"5134","16746",1248
"5135","16748",2718
"5136","16749",4031
"5137","16750",505
"5138","16801",45280
"5139","16802",11485
"5140","16803",25708
"5141","16820",1327
"5142","16821",321
"5143","16822",2202
"5144","16823",30367
"5145","16825",257
"5146","16826",461
"5147","16827",4693
"5148","16828",4427
"5149","16829",730
"5150","16830",13264
"5151","16832",526
"5152","16833",5332
"5153","16834",280
"5154","16835",203
"5155","16836",1098
"5156","16837",197
"5157","16838",1792
"5158","16839",800
"5159","16840",504
"5160","16841",6300
"5161","16843",578
"5162","16844",2699
"5163","16845",970
"5164","16847",263
"5165","16848",375
"5166","16849",236
"5167","16851",593
"5168","16852",321
"5169","16853",161
"5170","16854",614
"5171","16855",146
"5172","16858",3737
"5173","16859",566
"5174","16860",194
"5175","16861",303
"5176","16863",648
"5177","16865",1949
"5178","16866",10072
"5179","16868",400
"5180","16870",7298
"5181","16871",30
"5182","16872",1893
"5183","16874",1327
"5184","16875",4081
"5185","16876",267
"5186","16877",2092
"5187","16878",1756
"5188","16879",411
"5189","16881",2379
"5190","16882",387
"5191","16901",10245
"5192","16911",479
"5193","16912",2358
"5194","16914",2224
"5195","16915",6134
"5196","16917",1112
"5197","16920",1976
"5198","16921",408
"5199","16922",1868
"5200","16923",1482
"5201","16925",3484
"5202","16926",886
"5203","16927",494
"5204","16928",1479
"5205","16929",2529
"5206","16930",1237
"5207","16932",867
"5208","16933",6518
"5209","16935",1177
"5210","16936",2008
"5211","16937",151
"5212","16938",696
"5213","16939",279
"5214","16940",222
"5215","16941",69
"5216","16942",830
"5217","16943",505
"5218","16946",2389
"5219","16947",4699
"5220","16948",1540
"5221","16950",3190
"5222","17002",815
"5223","17003",11903
"5224","17004",4934
"5225","17005",339
"5226","17006",1105
"5227","17007",6228
"5228","17009",1958
"5229","17010",373
"5230","17011",36532
"5231","17013",36184
"5232","17015",20923
"5233","17016",963
"5234","17017",1589
"5235","17018",4239
"5236","17019",18237
"5237","17020",9147
"5238","17021",855
"5239","17022",30855
"5240","17023",3500
"5241","17024",1935
"5242","17025",16651
"5243","17026",4105
"5244","17027",1980
"5245","17028",3703
"5246","17029",192
"5247","17030",859
"5248","17032",8123
"5249","17033",17751
"5250","17034",2492
"5251","17035",934
"5252","17036",22390
"5253","17037",1006
"5254","17038",8334
"5255","17039",67
"5256","17040",2376
"5257","17041",386
"5258","17042",38400
"5259","17043",5720
"5260","17044",20986
"5261","17045",3316
"5262","17046",31040
"5263","17047",2654
"5264","17048",4220
"5265","17049",3609
"5266","17050",38141
"5267","17051",4831
"5268","17052",1635
"5269","17053",4948
"5270","17055",37232
"5271","17056",45
"5272","17057",23029
"5273","17058",1832
"5274","17059",7943
"5275","17060",1095
"5276","17061",7188
"5277","17062",4462
"5278","17063",3265
"5279","17064",788
"5280","17065",3782
"5281","17066",5387
"5282","17067",15389
"5283","17068",4223
"5284","17069",158
"5285","17070",16119
"5286","17071",121
"5287","17072",244
"5288","17073",5566
"5289","17074",7296
"5290","17075",100
"5291","17076",13
"5292","17077",106
"5293","17078",21646
"5294","17080",320
"5295","17081",406
"5296","17082",3097
"5297","17083",97
"5298","17084",4524
"5299","17086",2377
"5300","17087",2739
"5301","17088",943
"5302","17090",5645
